愛育,あいいく,aiiku
意志疎通,いしそつう,ishisotsuu
臭豆腐,しゅうどうふ,shuudoufu
雁擬き,がんもどき,ganmodoki
飛竜頭,ひりゅうず,hiryuuzu
飛龍頭,ひりゅうず,hiryuuzu
巻尾,かんび,kanbi
艦尾,かんび,kanbi
乾皮,かんぴ,kanpi
堪否,かんぴ,kanpi
肩摩,けんま,kenma
轂撃,こくげき,kokugeki
国劇,こくげき,kokugeki
高層ビル,こうそうビル,kousoubiru
蟻学,ありがく,arigaku
蜘蛛学,くもがく,kumogaku
力旁,りきづくり,rikizukuri
間接金融,かんせつきんゆう,kansetsukinyuu
直接金融,ちょくせつきんゆう,chokusetsukinyuu
鯨類学,げいるいがく,geiruigaku
鯨学,くじらがく,kujiragaku
六芒星,ろくぼうせい,rokubousei
醸造アルコール,じょうぞうアルコール,jouzouarukooru
普通酒,ふつうしゅ,futsuushu
特定名称,とくていめいしょう,tokuteimeishou
純米酒,じゅんまいしゅ,junmaishu
吟醸酒,ぎんじょうしゅ,ginjoushu
本醸造酒,ほんじょうぞうしゅ,honjouzoushu
精米歩合,せいまいぶあい,seimaibuai
アル添酒,アルてんしゅ,arutenshu
色沢,しきたく,shikitaku
大吟醸酒,だいぎんじょうしゅ,daiginjoushu
純米吟醸酒,じゅんまいぎんじょうしゅ,junmaiginjoushu
純米大吟醸酒,じゅんまいだいぎんじょうしゅ,junmaidaiginjoushu
七芒星,しちぼうせい,shichibousei
八芒星,はちぼうせい,hachibousei
九芒星,きゅうぼうせい,kyuubousei
九角形,きゅうかくけい,kyuukakukei
折り本,おりほん,orihon
十芒星,じゅうぼうせい,juubousei
単芝,たんしば,tanshiba
半芝,はんしば,hanshiba
MADムービー,マッドムービー,maddomuubii
特別純米酒,とくべつじゅんまいしゅ,tokubetsujunmaishu
特別本醸造酒,とくべつほんじょうぞうしゅ,tokubetsuhonjouzoushu
飛び切り燗,とびきりかん,tobikirikan
上燗,じょうかん,joukan
ぬる燗,ぬるかん,nurukan
人肌燗,ひとはだかん,hitohadakan
日向燗,ひなたかん,hinatakan
音MAD,おとマッド,otomaddo
参究,さんきゅう,sankyuu
公園道路,こうえんどうろ,kouendouro
調庸,ちょうよう,chouyou
冷薬,れいやく,reiyaku
例益,れいやく,reiyaku
公文,くもん,kumon
誘電率,ゆうでんりつ,yuudenritsu
クーロンの法則,くーろんのほうそく,kuuronnohousoku
会計係,かいけいがかり,kaikeigakari
図書館員,としょかんいん,toshokan'in
彼我,ひが,higa
非我,ひが,higa
秘画,ひが,higa
両脚規,りょうきゃくき,ryoukyakuki
米だけの酒,こめだけのさけ,komedakenosake
両心,りょうしん,ryoushin
生酒,きざけ,kizake
生貯蔵酒,なまちょぞうしゅ,namachozoushu
混成酒,こんせいしゅ,konseishu
再製酒,さいせいしゅ,saiseishu
やわらぎみず,やわらぎみず,yawaragimizu
和らぎ水,やわらぎみず,yawaragimizu
善意の第三者,ぜんいのだいさんしゃ,zen'inodaisansha
職員会議,しょくいんかいぎ,shokuinkaigi
局員,きょくいん,kyokuin
天王山,てんのうざん,tennouzan
ガラパゴス携帯,ガラパゴスけいたい,garapagosukeitai
啄木,たくぼく,takuboku
猾民,かつみん,katsumin
愛読書,あいどくしょ,aidokusho
哀別,あいべつ,aibetsu
乙鳥,いっちょう,itchou
啐啄,そったく,sottaku
啐啄同時,そったくどうじ,sottakudouji
全会一致,ぜんかいいっち,zenkaiitchi
うp,うぷ,upu
新型肺炎,しんがたはいえん,shingatahaien
地球外生命体,ちきゅうがいせいめいたい,chikyuugaiseimeitai
行政委員会,ぎょうせいいいんかい,gyouseiiinkai
峡部,きょうぶ,kyoubu
野民,やみん,yamin
播遷,はせん,hasen
瑶台,ようだい,youdai
整髪料,せいはつりょう,seihatsuryou
白玉楼,はくぎょくろう,hakugyokurou
文人墨客,ぶんじんぼっかく,bunjinbokkaku
玉楼,ぎょくろう,gyokurou
虚器,きょき,kyoki
私産,しさん,shisan
屍産,しさん,shisan
賜餐,しさん,shisan
いたずらに,いたずらに,itazurani
英主,えいしゅ,eishu
嬴輸,えいしゅ,eishu
永寿,えいじゅ,eiju
衛戍,えいじゅ,eiju
銭ゲバ,ぜにげば,zenigeba
四蔵,しぞう,shizou
浮浪児,ふろうじ,furouji
四三,しさん,shisan
虚儀,きょぎ,kyogi
権輿,けんよ,kenyo
管区,かんく,kanku
双声,そうせい,sousei
畳韻,じょういん,jouin
北光,ほっこう,hokkou
先道,せんどう,sendou
私金,しきん,shikin
賜金,しきん,shikin
字訓,じきん,jikin
試金,しきん,shikin
紫磨金,しまごん,shimagon
紫金,しきん,shikin
市費,しひ,shihi
詩碑,しひ,shihi
紙尾,しび,shibi
紫微,しび,shibi
紫微垣,しびえん,shibien
紫禁,しきん,shikin
鴟尾,しび,shibi
浄院,じょういん,jouin
幽霊駅,ゆうれいえき,yuureieki
常員,じょういん,jouin
冗員,じょういん,jouin
剰員,じょういん,jouin
そらとぼける,そらとぼける,soratobokeru
此の期,このご,konogo
そらっとぼける,そらっとぼける,sorattobokeru
大明,だいめい,daimei
将軍様,しょうぐんさま,shougunsama
軍区,ぐんく,gunku
郡区,ぐんく,gunku
町区,ちょうく,chouku
小教区,しょうきょうく,shoukyouku
小郡,しょうぐん,shougun
文明化,ぶんめいか,bunmeika
自然対数の底,しぜんたいすうのてい,shizentaisuunotei
夕刊紙,ゆうかんし,yuukanshi
寒泳,かんえい,kan'ei
力泳,りきえい,rikiei
独泳,どくえい,dokuei
平泳,へいえい,heiei
条約港,じょうやくこう,jouyakukou
貨物機,かもつき,kamotsuki
細胞周期,さいぼうしゅうき,saiboushuuki
体細胞,たいさいぼう,taisaibou
運筆,うんぴつ,unpitsu
自判,じはん,jihan
寺判,じはん,jihan
百パーセント,ひゃくパーセント,hyakupaasento
五分五分,ごぶごぶ,gobugobu
児斑,じはん,jihan
梯子車,はしごしゃ,hashigosha
地腹,じばら,jibara
諮問機関,しもんきかん,shimonkikan
機関室,きかんしつ,kikanshitsu
印契,いんけい,inkei
現在完了,げんざいかんりょう,genzaikanryou
過去完了,かこかんりょう,kakokanryou
未来完了,みらいかんりょう,miraikanryou
現在進行,げんざいしんこう,genzaishinkou
過去進行,かこしんこう,kakoshinkou
未来進行,みらいしんこう,miraishinkou
現在完了進行,げんざいかんりょうしんこう,genzaikanryoushinkou
過去完了進行,かこかんりょうしんこう,kakokanryoushinkou
未来完了進行,みらいかんりょうしんこう,miraikanryoushinkou
半過去,はんかこ,hankako
遊牧民族,ゆうぼくみんぞく,yuubokuminzoku
バルト三国,ばるとさんごく,barutosangoku
対中,たいちゅう,taichuu
対日,たいにち,tainichi
対米,たいべい,taibei
対英,たいえい,taiei
対独,たいどく,taidoku
対韓,たいかん,taikan
対露,たいろ,tairo
滞欧,たいおう,taiou
滞日,たいにち,tainichi
滞米,たいべい,taibei
訪英,ほうえい,houei
渡英,とえい,toei
渡仏,とふつ,tofutsu
満洲族,まんしゅうぞく,manshuuzoku
地金の錆,じがねのさび,jiganenosabi
満洲民族,まんしゅうみんぞく,manshuuminzoku
女真,じょしん,joshin
定印,じょういん,jouin
鉱石ラジオ,こうせきラジオ,kousekirajio
ラジオ局,ラジオきょく,rajiokyoku
葬制,そうせい,sousei
相制,そうせい,sousei
神風タクシー,かみかぜタクシー,kamikazetakushii
期別,きべつ,kibetsu
双清,そうせい,sousei
エジプト語,エジプトご,ejiputogo
エジプト・アラビア語,エジプト・アラビアご,ejiputo.arabiago
双棲,そうせい,sousei
双生,そうせい,sousei
六大州,ろくだいしゅう,rokudaishuu
六大陸,ろくたいりく,rokutairiku
七大陸,ななたいりく,nanatairiku
三大洋,さんたいよう,santaiyou
市税,しぜい,shizei
五大洋,ごたいよう,gotaiyou
早成,そうせい,sousei
児童文学,じどうぶんがく,jidoubungaku
草聖,そうせい,sousei
湊成,そうせい,sousei
輳成,そうせい,sousei
掃清,そうせい,sousei
双声畳韻,そうせいじょういん,souseijouin
頭子音,とうしいん,toushiin
情弱,じょうじゃく,joujaku
懐古厨,かいこちゅう,kaikochuu
黒歴史,くろれきし,kurorekishi
国定教科書,こくていきょうかしょ,kokuteikyoukasho
国定公園,こくていこうえん,kokuteikouen
特別地方公共団体,とくべつちほうこうきょうだんたい,tokubetsuchihoukoukyoudantai
都道府県道,とどうふけんどう,todoufukendou
純物質,じゅんぶっしつ,junbusshitsu
貴会,きかい,kikai
気塊,きかい,kikai
気海,きかい,kikai
器械体操,きかいたいそう,kikaitaisou
低能,ていのう,teinou
低床,ていしょう,teishou
鉄道馬車,てつどうばしゃ,tetsudoubasha
重根,じゅうこん,juukon
基数詞,きすうし,kisuushi
単位系,たんいけい,tan'ikei
波数,はすう,hasuu
数倍,すうばい,suubai
数個,すうこ,suuko
数段,すうだん,suudan
数度,すうど,suudo
三数,さんすう,sansuu
手料理,てりょうり,teryouri
ローマ・カトリック教会,ローマカトリックきょうかい,roomakatorikkukyoukai
ローマカトリック教会,ローマカトリックきょうかい,roomakatorikkukyoukai
ローマカトリック,ローマカトリック,roomakatorikku
ギリシャ正教会,ギリシャせいきょうかい,girishaseikyoukai
ギリシャ正教,ギリシャせいきょう,girishaseikyou
ギリシア正教,ギリシアせいきょう,girishiaseikyou
ギリシア正教会,ギリシアせいきょうかい,girishiaseikyoukai
東方教会,とうほうきょうかい,touhoukyoukai
景教,けいきょう,keikyou
妄語,もうご,mougo
難語,なんご,nango
語用,ごよう,goyou
電気信号,でんきしんごう,denkishingou
電信機,でんしんき,denshinki
信賞必罰,しんしょうひつばつ,shinshouhitsubatsu
新姓,しんせい,shinsei
朝鮮民族,ちょうせんみんぞく,chousenminzoku
韓民族,かんみんぞく,kanminzoku
営中,えいちゅう,eichuu
裔冑,えいちゅう,eichuu
西方教会,せいほうきょうかい,seihoukyoukai
東方諸教会,とうほうしょきょうかい,touhoushokyoukai
国際色,こくさいしょく,kokusaishoku
東方正統教会,とうほうせいとうきょうかい,touhouseitoukyoukai
国際人,こくさいじん,kokusaijin
難攻,なんこう,nankou
非カルケドン派正教会,ひカルケドンはせいきょうかい,hikarukedonhaseikyoukai
空所,くうしょ,kuusho
営所,えいしょ,eisho
コプト正教会,コプトせいきょうかい,koputoseikyoukai
英書,えいしょ,eisho
最上位,さいじょうい,saijoui
衛所,えいしょ,eisho
蕃書,ばんしょ,bansho
脳科学,のうかがく,noukagaku
口話,こうわ,kouwa
万庶,ばんしょ,bansho
ローマ暦,ローマれき,roomareki
人類史,じんるいし,jinruishi
ことばがり,ことばがり,kotobagari
歴史書,れきししょ,rekishisho
寒雲,かんうん,kan'un
旱雲,かんうん,kan'un
記別,きべつ,kibetsu
仕事中毒,しごとちゅうどく,shigotochuudoku
病害虫,びょうがいちゅう,byougaichuu
草清,そうせい,sousei
増生,ぞうせい,zousei
過形成,かけいせい,kakeisei
艾服,がいふく,gaifuku
聖公会,せいこうかい,seikoukai
浄土宗,じょうどしゅう,joudoshuu
真言宗,しんごんしゅう,shingonshuu
法相宗,ほうそうしゅう,housoushuu
臨済宗,りんざいしゅう,rinzaishuu
曹洞宗,そうとうしゅう,soutoushuu
日蓮宗,にちれんしゅう,nichirenshuu
法華宗,ほっけしゅう,hokkeshuu
時宗,じしゅう,jishuu
床面,ゆかめん,yukamen
床面積,ゆかめんせき,yukamenseki
外瘻,がいろう,gairou
増勢,ぞうせい,zousei
増盛,ぞうせい,zousei
駭浪,がいろう,gairou
増成,ぞうせい,zousei
題数,だいすう,daisuu
わるどい,わるどい,warudoi
たてはば,たてはば,tatehaba
極例,きょくれい,kyokurei
円匙,えんし,enshi
年中無休,ねんじゅうむきゅう,nenjuumukyuu
世界平和,せかいへいわ,sekaiheiwa
車列,しゃれつ,sharetsu
遠志,えんし,enshi
淵旨,えんし,enshi
淹漬,えんし,enshi
掾史,えんし,enshi
宴私,えんし,enshi
塩豉,えんし,enshi
圜視,えんし,enshi
偃師,えんし,enshi
人形遣い,にんぎょうつかい,ningyoutsukai
閹寺,えんじ,enji
閹人,えんじん,enjin
寺人,じじん,jijin
気がね,きがね,kigane
大数,たいすう,taisuu
大舶,たいはく,taihaku
戴白,たいはく,taihaku
太白星,たいはくせい,taihakusei
太白,たいはく,taihaku
冠橋義歯,かんきょうぎし,kankyougishi
読若,どくじゃく,dokujaku
技士,ぎし,gishi
金釵,きんさい,kinsai
読後感,どくごかん,dokugokan
初位,しょい,shoi
連合軍,れんごうぐん,rengougun
同盟軍,どうめいぐん,doumeigun
枕状溶岩,まくらじょうようがん,makurajouyougan
氷枕,ひょうちん,hyouchin
氷炭,ひょうたん,hyoutan
家財道具,かざいどうぐ,kazaidougu
対極,たいきょく,taikyoku
大曲,たいきょく,taikyoku
対曲,たいきょく,taikyoku
秘教,ひきょう,hikyou
着剣,ちゃくけん,chakuken
脱剣,だっけん,dakken
脱刀,だっとう,dattou
視告朔,こうさく,kousaku
著剣,ちゃくけん,chakuken
納刀,のうとう,noutou
納剣,のうけん,nouken
入落,にゅうらく,nyuuraku
聚洛,じゅらく,juraku
不知不識,ふちふしき,fuchifushiki
居留地,きょりゅうち,kyoryuuchi
総画数,そうかくすう,soukakusuu
執行部,しっこうぶ,shikkoubu
雪花菜,せっかさい,sekkasai
ネ偏,ネへん,nehen
告朔,こうさく,kousaku
十能,じゅうのう,juunou
煎盤,せんばん,senban
千歯扱き,せんばこき,senbakoki
千歯,せんば,senba
千把扱き,せんばこき,senbakoki
千把,せんば,senba
戦馬,せんば,senba
千波,せんぱ,senpa
騸馬,せんば,senba
難行,なんぎょう,nangyou
難境,なんきょう,nankyou
百貫,ひゃっかん,hyakkan
百官,ひゃっかん,hyakkan
上日,じょうじつ,joujitsu
上意下達,じょういかたつ,jouikatatsu
花風,かふう,kafuu
下風,かふう,kafuu
家風,かふう,kafuu
裂開果,れっかいか,rekkaika
裂果,れっか,rekka
自分語り,じぶんがたり,jibungatari
攢攢,さんさん,sansan
牧歌,ぼっか,bokka
丈母,じょうぼ,joubo
長毛,ちょうもう,choumou
蜜月旅行,みつげつりょこう,mitsugetsuryokou
万草,まんそう,mansou
蚕卵,さんらん,sanran
応用力,おうようりょく,ouyouryoku
泰山北斗,たいざんほくと,taizanhokuto
金輪,こんりん,konrin
三足,さんそく,sansoku
山足,さんそく,sansoku
三族,さんぞく,sanzoku
山亭,さんてい,santei
桟梯,さんてい,santei
三低,さんてい,santei
三高,さんこう,sankou
一高,いちこう,ichikou
二高,にこう,nikou
四高,しこう,shikou
五高,ごこう,gokou
六高,ろくこう,rokukou
七高,しちこう,shichikou
八高,はちこう,hachikou
学年誌,がくねんし,gakunenshi
山沢,さんたく,santaku
三択,さんたく,santaku
拘禁反応,こうきんはんのう,koukinhannou
予防拘禁,よぼうこうきん,yoboukoukin
淫祀,いんし,inshi
引首,いんしゅ,inshu
院主,いんしゅ,inshu
院の庁,いんのちょう,innochou
院庁,いんちょう,inchou
淫気,いんき,inki
淫虐,いんぎゃく,ingyaku
淫風,いんぷう,inpuu
祆教,けんきょう,kenkyou
拝火教,はいかきょう,haikakyou
聖火ランナー,せいかランナー,seikarannaa
凹面鏡,おうめんきょう,oumenkyou
凸面鏡,とつめんきょう,totsumenkyou
懸針,けんしん,kenshin
腎臓病,じんぞうびょう,jinzoubyou
